-2.640e-02,-0.0186133
-2.624e-02,-0.0186133
-2.608e-02,-0.0164453
-2.592e-02,-0.0164453
-2.576e-02,-0.0169727
-2.560e-02,-0.0169727
-2.544e-02,-0.0230586
-2.528e-02,-0.0230586
-2.512e-02,-0.0221797
-2.496e-02,-0.0221797
-2.480e-02,-0.0206523
-2.464e-02,-0.0206523
-2.448e-02,-0.0207187
-2.432e-02,-0.0207187
-2.416e-02,-0.0217227
-2.400e-02,-0.0217227
-2.384e-02,-0.0223906
-2.368e-02,-0.0223906
-2.352e-02,-0.020707
-2.336e-02,-0.020707
-2.320e-02,-0.0224922
-2.304e-02,-0.0224922
-2.288e-02,-0.0233672
-2.272e-02,-0.0233672
-2.256e-02,-0.0231523
-2.240e-02,-0.0231523
-2.224e-02,-0.0230703
-2.208e-02,-0.0230703
-2.192e-02,-0.0238984
-2.176e-02,-0.0238984
-2.160e-02,-0.0239102
-2.144e-02,-0.0239102
-2.128e-02,-0.023168
-2.112e-02,-0.023168
-2.096e-02,-0.0220859
-2.080e-02,-0.0220859
-2.064e-02,-0.0228437
-2.048e-02,-0.0228437
-2.032e-02,-0.0237148
-2.016e-02,-0.0237148
-2.000e-02,-0.0217109
-1.984e-02,-0.0217109
-1.968e-02,-0.0197422
-1.952e-02,-0.0197422
-1.936e-02,-0.0179609
-1.920e-02,-0.0179609
-1.904e-02,-0.01875
-1.888e-02,-0.01875
-1.872e-02,-0.02
-1.856e-02,-0.02
-1.840e-02,-0.0206758
-1.824e-02,-0.0206758
-1.808e-02,-0.018875
-1.792e-02,-0.018875
-1.776e-02,-0.0152383
-1.760e-02,-0.0152383
-1.744e-02,-0.0157969
-1.728e-02,-0.0157969
-1.712e-02,-0.0168125
-1.696e-02,-0.0168125
-1.680e-02,-0.0183437
-1.664e-02,-0.0183437
-1.648e-02,-0.0173359
-1.632e-02,-0.0173359
-1.616e-02,-0.0176328
-1.600e-02,-0.0176328
-1.584e-02,-0.0203008
